Title,Link,Content
"The historical fort, located along the bank of Indus River, will be opened to the public for the first time.36 months ago",https://www.dawn.com/news/1604912,"TAXILA: Under the multi-million Punjab Tourism for Economic Growth project, launched in collaboration with the World Bank, the Mughal-era Attock Fort - built during the reign of Akbar between 1581 to 1583 - will be turned into a tourist destination for promotion of tourism. Special Assistant to the Prime Minister on Tourism and Overseas Pakistanis Syed Zulfikar Bukhari along with officials from the World Bank, the departments of archaeology and tourism and the local administration visited the fort to finalise the plan. Infrastructure will be improved in six different tourist spots of the province under the project. The historical fort, located along the bank of Indus River, will be opened to the public for the first time. Earlier, the space was utilised for strategic purposes."
"WASHINGTON: Pakistan has decided to give five-year, multiple-entry visas to US nationals, the government said.56 months ago",https://www.dawn.com/news/1487266,"WASHINGTON: Pakistan has decided to give five-year, multiple-entry visas to US nationals, the government said. In a note sent late last month, the Ministry of Foreign Affairs, Islamabad, advised Pakistani diplomatic missions in the United States to follow the new policy while issuing visas to American nationals. The ministry first conveyed this change to the US Embassy in Islamabad on May 10 while responding to a query regarding the duration of visit/tourist visas for US nationals. The Ministry of Foreign Affairs “has the honour to state that the government of Pakistan, in line with its policy to encourage tourism, has allowed granting of multiple-entry visas to US nationals for up to five years with a maximum stay of three months,” the note said."
MUZAFFARABAD: The Azad Jammu and Kashmir (AJK) government is most likely to introduce a bill in the Legislative Assembly on Wednesday to...19 months ago,https://www.dawn.com/news/1700554,"MUZAFFARABAD: The Azad Jammu and Kashmir (AJK) government is most likely to introduce a bill in the Legislative Assembly on Wednesday to establish an authoritarian “tourism promotion” body which would override several laws or their provisions, including the decades-old forest protection regulations. The move, after it was partly leaked on social media, has triggered serious apprehensions and criticism from political and civil society activists who believe it may pave the way for an unwarranted human intervention in the territory’s highlands, particularly in Neelum valley, and thus aggravate global warming and biodiversity loss. The proposed AJK Tourism Promotion (Amendment) Act 2022 is in effect an updated version of a previous law enacted by the PML-N government in 2019, whereby an eight-member state tourism executive committee (STEC) was constituted to formulate rules, regulations and policy pertaining to tourism promotion and examine the suitability and subsequently approve or turn down projects for tourism promotion."
MINGORA: Tourists thronged the Malam Jabba ski resort to enjoy watching the first-ever ice hockey competition. The...48 months ago,https://www.dawn.com/news/1531148,"MINGORA: Tourists thronged the Malam Jabba ski resort to enjoy watching the first-ever ice hockey competition. The first-ever ice hockey rink has been set up in Malam Jabba where national and international competition of ice hockey would be organised. Tourists and locals said that ice hockey was a pleasant addition to the beauty of Malam Jabba where they enjoyed various winter sports activities. “I am excited to watch ice hockey for the first time in my life. We have watched such types of sports on television. Watching the game here is like a dream. The valley is so beautiful that it is beyond my expectations,” said Adeeba, a tourist from Rawalpindi, who visited the resort with her family."
ISLAMABAD: The Shoaib Suddle commission in its report placed before the Supreme Court on the vandalising and burning of a century-old...37 months ago,https://www.dawn.com/news/1599766,"ISLAMABAD: The Shoaib Suddle commission in its report placed before the Supreme Court on the vandalising and burning of a century-old Samadhi (shrine) of a Hindu saint in Teri, Khyber Pakhtunkhwa, has recommended the opening of four Hindu temples for international tourism. The one-man commission report, which was placed before the apex court on Monday, a day ahead of the scheduled hearing on the burning of the Hindu temple in Teri, recommended that the four sites — Param Hans Ji Maharaj Samadhi/Mandir in Teri town of KP’s district Karak; Hinglaj Mata Mandir in Hingol National Park of Balochistan’s district Lasbela; Katas Raj complex in Punjab’s district Chakwal and Parhlad Bhagat Mandir in Punjab’s district Multan — should be provided with fool-proof security and befitting lodging and boarding arrangements similar to Sri Darbar Sahib Gurdwara in Kartarpur town of Punjab’s district Narowal. The report highlighted that the devastating action by miscreants on Dec 30 in the presence of police not only hurt the sentiments of the Hindu community in particular and the minority communities in general, but also brought shame to Pakistan by tarnishing the country’s image at the international level."
Covid-19 cases in Khyber Pakhtunkhwa's tourist spots have seen a marked increase since the government lifted lockdown measures.41 months ago,https://www.dawn.com/news/1576058,"The Mansehra district administration on Sunday sealed all hotels in tourist hotspots Shogran, Naran and Kaghan after several Covid-19 cases were reported among staff working at different hotels. Speaking to Dawn.com, Mansehra Additional Deputy Commissioner Maqbool Hussain said that the district health department had reported 47 Covid-19 cases at private hotels located in these spots. Following this, it was decided to close down all hotels to curb the spread of the virus, he said. He said 48 hotels, including 22 main businesses and their respective branches, had been sealed at all three tourist spots and the infected patients had been quarantined at the hotels."
KOHAT: The famous tourist hilly trail resort of Allah Hu has been solarised from Gulshanabad in Kohat up to Kotal Top and Allah Hu Trail...35 months ago,https://www.dawn.com/news/1612367,"KOHAT: The famous tourist hilly trail resort of Allah Hu has been solarised from Gulshanabad in Kohat up to Kotal Top and Allah Hu Trail covering a distance of six kilometres with the assistance of IXth division of the Pakistan Army.  The site had been donated by a tribe of Darra Adamkhel subdivision to the government free of cost.  Advisor to the chief minister, MPA Ziaullah Bangash, inaugurated the solarisation project on Saturday and thanked the Bostikhel tribe of Darra Adamkhel which owned half of the mountain for providing a trail site for the resort. "
Unplanned development and uncontrolled littering are turning our vaunted tourist spots into degraded areas.55 months ago,https://www.dawn.com/news/1490540,"I slowly pivoted on the spot, trying to keep my hand steady, as my phone’s camera captured the stunning natural beauty all around me. But no matter which angle I tried, I could not get a 360 degree view of the Khunjerab Pass without trash becoming part of the video. The Khunjerab Pass is the world’s highest paved mountain pass, connecting Pakistan with China.  Despite being located within a national park, tourists fail to comply with instructions regarding proper waste disposal. "
"All this 'Everything is wonderful in Pakistan' is just irresponsible, reveals British traveller June.57 months ago",https://images.dawn.com/news/1182500,"They are young, Western, and full of praise for Pakistan: Travel influencers have moved in on the “land of the pure”, but critics warn their rose-tinted filters are irresponsible and sell an inaccurate picture of the country. As security improves, Prime Minister Imran Khan is keen to promote the nation's tourism potential, with the government claiming it has eased visa restrictions for many foreign visitors.  The push has resulted in an influx of foreign travel bloggers extolling the virtues of its mountains and beaches, as well as its rich heritage and history, from ancient Indus civilisations to Buddhist shrines and Islamic monuments. "
"The cabinet decision was endorsed by the PTDC board, announces Ministry of Overseas Pakistanis and HR Development.57 months ago",https://www.dawn.com/news/1482263,"The federal cabinet on Tuesday approved the appointment of Minister of State for Overseas Pakistanis Zulfi Bukhari as the chairman of the Pakistan Tourism Development Corporation (PTDC), the Ministry of Overseas Pakistanis and Human Resource Development announced via a tweet. The cabinet's decision was endorsed by the PTDC board, the tweet further said.  "
Sites to be identified in 25 areas of Khyber Pakhtunkhwa.61 months ago,https://www.dawn.com/news/1456024,"PESHAWAR: The tourism department has planned to explore tourism potential in Kurram tribal district and Samana, a small hill station in Orakzai tribal district, according to officials. They said that the department had included Kurram tribal district and Samana in its five-year plan. The department has selected total 25 areas in the province including southern belt and parts of the merged districts where the sites would be identified for promotion of tourism. In the first phase, five areas including Kurram and Samana near Hangu have been selected where the department would identify tourist attraction spots. Civil secretariat for the seven merged districts has allocated funds for tourism, archaeology and culture in the ongoing Annual Development Programme."
"Foreigners will be allowed to move freely in open cantonments, AJK, GB and Chitral except certain restricted areas.58 months ago",https://www.dawn.com/news/1471984,"Information Minister Fawad Chaudhry on Tuesday announced that various parts of the country that were earlier out of bounds to foreigners and required No-Objection Certificates (NOC) to visit are now open to them. Chaudhry shared an Interior Ministry notification on Twitter which said that ""Free movement of foreigners shall be allowed in Open Cantonments except prohibited and restricted areas with visible signboards. The border crossings will be open and non-restricted."" Additionally, the notification stated that Azad Jammu and Kashmir, Gilgit-Baltistan and Chitral shall be non-restricted/non-prohibited except: "
"QUETTA: In a move aimed at promoting tourism in Balochistan, Pakistan Railways has launched a special train service.31 months ago",https://www.dawn.com/news/1633079,"QUETTA: In a move aimed at promoting tourism in Balo­chistan, Pakistan Railw­ays has launched a special train service.   The train will run between Quetta and Bostan as well as Quetta and Kolpur twice a week, with fare ranging from Rs20 to Rs50.  Quetta Divisional Super­intendent Engineer Akhtar Mahmood inaugurated the train service here at a ceremony held at Quetta Railways Station. "
"Local travel bloggers are upset for being excluded, and have started airing their protests on social media.58 months ago",https://images.dawn.com/news/1182267,"If you've been following Atif Khan, PTI Minister for Tourism on Instagram, you'll know he's been promoting the Pakistan Tourism Summit. It's a great way to give a nod to the local tourism industry and travel bloggers who've been boosting the country's image. However, the event which is currently being held in Islamabad from April 2nd to the 3rd, seems to only feature international travel bloggers. Reportedly, they have been invited to the event — some to also speak at the summit, while local bloggers haven't.  "
"Club has called for joint action to help the coronavirus-hit tourism sector, particularly in GB.45 months ago",https://www.dawn.com/news/1557833,"ISLAMABAD: Although climbing season is just around the corner, borders are still closed to foreign mountaineers and trekkers as the coronavirus continues to spread in Pakistan. Alpine Club of Pakistan Secretary Karrar Haidri told Dawn that around 20 climbing expeditions and 30 trekking groups have applied for permits to travel up north this summer, which is significantly lower than previous years, “especially when Pakistan had just come out of the war on terror and adventure tourism had started to pick up.” “But now, the coronavirus pandemic has hit the adventure tourism sector hard, putting the livelihoods of porters, guides and tour operators and their families at risk,” he said."
The government is hatching plans to save summer tourism even as the country witnesses a rise in Covid-19 infections.44 months ago,https://www.dawn.com/news/1561474,"""I won’t allow this on my watch,"" said an incensed chief minister of Gilgit-Baltistan (GB), Hafeez ur Rehman, talking to The Third Pole over the phone from the capital city of Gilgit. He was referring to the recent announcement by Prime Minister Imran Khan in which Khan talked about opening the tourism industry and directed the provincial governments of Khyber Pakhtunkhwa (KP) and GB to prepare standard operating procedures in light of the ongoing Covid-19 pandemic. The prime minister pointed out that the warm months were important for those whose livelihoods are linked to tourism and feared a continued closure could lead to more joblessness.  As coronavirus infections in the country spiked and fatalities increased following a relaxation of the lockdown on May 9, many were expecting an imposition of a stricter lockdown. In fact, two weeks before the government had eased the lockdown, the Punjab health department had warned of an unprecedented spike in the rate of infections in Lahore alone. ""No workplace and residential area of any town is disease-free,"" it had warned. "
GILGIT: Sixty personnel of the Gilgit-Baltistan tourist police would be deployed in Diamer and Gilgit districts in...47 months ago,https://www.dawn.com/news/1537252,  GILGIT: Sixty personnel of the Gilgit-Baltistan tourist police would be deployed in Diamer and Gilgit districts in the first phase after getting necessary training. A three-day training in first aid started at Gilgit-Baltistan Institute of Science and Technology in collaboration with the Pakistan Red Crescent Society on Friday.
SWAT: Thousands of tourists were barred by the administration from entering Swat during the Eidul Azha holidays owing to Covid-19 pandemic...42 months ago,https://www.dawn.com/news/1572486,"  SWAT: Thousands of tourists were barred by the administration from entering Swat during the Eidul Azha holidays owing to Covid-19 pandemic that caused huge traffic jam at the entry points to the district. The long queues of vehicles at Landakey, Shamozo and Sangar checkposts caused multiple problems to the residents of Swat."
GILGIT: Sixty personnel of the Gilgit-Baltistan tourist police would be deployed in Diamer and Gilgit districts in...47 months ago,https://www.dawn.com/news/1537252,  GILGIT: Sixty personnel of the Gilgit-Baltistan tourist police would be deployed in Diamer and Gilgit districts in the first phase after getting necessary training. A three-day training in first aid started at Gilgit-Baltistan Institute of Science and Technology in collaboration with the Pakistan Red Crescent Society on Friday.
GILGIT: The first ever 'All Pakistan Women Tourist and Mountain Guiding Training Camp' concluded at Passu-Gojal...48 months ago,https://www.dawn.com/news/1535132,"GILGIT: The first ever ‘All Pakistan Women Tourist and Mountain Guiding Training Camp’ concluded at Passu-Gojal in upper Hunza on Monday. Pakistan Youth Outreach Foundation (PYOF) in collaboration with the Canadian High Commission organised the weeklong training session. Twenty-two girls from across the country participated in the camp, getting both theoretical and practical training necessary to become a professional tour guide, according to the organisers."
Thr restoration of people's confidence to visit the valley was a great achievement for the local administration.137 months ago,https://www.dawn.com/news/748622/tourists-are-back-in-swat," Visitors resting on charpoys (portable bed) on the bank of Swat River.–Photo by Dawn MINGORA: Starting from Eid-ul-Fitr over 300,000 tourists from across the country have so far visited Swat Valley.  Confirming this, officials and residents said that during this time not a single act of violence took place in Swat valley, which is known for its archaeological sites of Gandhara civilisation and scenic hamlets. They said that a multitude of tourists were seen in Kalam, Bahrain, Madyan, Malam Jabba, Marghuzar, Saidu Baba, Fizaghat, Mingora and other spots of Swat. They said that restoration of people’s confidence to visit the valley was a great achievement for the local administration."
"Official says district administration is trying to protect tourists from agents, hotels and chain mafia.13 months ago",https://www.dawn.com/news/1731301,RAWALPINDI: The Punjab government has asked provincial departments and the district administration officials in Murree to coordinate with each other so that tourists and locals remain safe during snowfall. Punjab Secretary Tourism Asia Gul along with Commissioner Rawalpindi Division Saqib Manan reviewed the arrangements made for the convenience of tourists in Murree. The arrangements were to be made by the district administration in the wake of expected rains and the snowfall spell in the coming days.
"With pristine waters and beaches, golden dunes and wildlife, the country's south is uniquely blessed.57 months ago",https://www.dawn.com/news/1480824,"Far from the crowd of Karachi, a lonely February evening sets at Clifton Beach.  The birds come home at last after their daylong labour. Their abodes in trees at the shoreline wait for them. The lonely evening witnesses a few, seemingly tired, people at the beach, but the breeze is ready to take away their weariness. Hawkers and camel jockeys attract customers in their own style.  Last evening, the same moment had gripped me at Hawke's Bay, and this one carried me away altogether. As the crimson of the setting sun changed hues, tossing and turning and reaching for the cover of darkness, my shadow left me, a wave wrapped around my feet and a cool breeze took me away. "
MUZAFFARABAD: The tourism and archaeology department of Azad Jammu and Kashmir (AJK) has renovated a disused historic underground passageway...20 months ago,https://www.dawn.com/news/1694520,"MUZAFFARABAD: The tourism and archaeology department of Azad Jammu and Kashmir (AJK) has renovated a disused historic underground passageway of a main artery near here as a fascinating tourist spot to be opened for the public later this month. About 250-foot-long tunnel and its surroundings near Ambore, about five kilometres south of here, will offer a wonderful view and atmosphere to the visitors heading towards or returning from state capital Muzaffarabad via Kohala, officials said. “I think it’s the best utilisation of this archaeological site,” said Rashid Hanif, head of the tourism and archaeology department, of the tunnel carved through a mountain during the construction of [initially unmetalled] road from Rawalpindi to Srinagar in the late 19th century."
Both Hussain and the arrival incharge have been asked to appear in the Supreme Court's Lahore Registry on November 17.63 months ago,https://www.dawn.com/news/1445984,"The Supreme Court has ordered Gilgit-Baltistan Tourism Minister Fida Hussain and the arrival in charge at Islamabad Airport to appear before the court on November 17 and explain their position about an incident where Hussain allegedly misbehaved with the airport official following a flight delay on Thursday. Chief Justice Saqib Nisar issued court summons on Friday asking both Hussain and the airport official to appear before the Supreme Court's Lahore Registry on Saturday. ""As per media reports, the incident took place over a flight delay due to bad weather and the minister pushed the arrival incharge so hard that he stumbled,"" observes the SC notice."
"It's official. Pakistan is all set to become a must-visit destination for travellers and tourists looking for something new,...49 months ago",https://images.dawn.com/news/1184382,"It's official. Pakistan is all set to become a must-visit destination for travellers and tourists looking for something new, something different in 2020. A recent Forbes article includes Pakistan in its The Not Hot List: 10 Best Under-the-Radar Trips for 2020.  The American magazine wrote, ""Closed countries are opening up. Savvy luxury agencies are making remote destinations accessible to travellers who don’t want to rough it or risk much."" The list features other countries such as Armenia, Chad, Eritrea, Guatemala, Mongolia and Saudi Arabia among others.   "
Says such an amount has never before been spent in the area and the government will keep providing more help.33 months ago,https://www.dawn.com/news/1621242,"Prime Minister Imran Khan on Friday announced a five-year development package worth Rs370 billion for Gilgit-Baltistan during his visit to the area.  Addressing a ceremony in GB, the prime minister said that the government was starting with a package worth Rs370bn to be spent over five years and that never before had such an amount been spent in the area. ""We will keep helping you,"" he added.  The prime minister said that he had been waiting a ""long time"" to bring such a package for GB ""which could bring development in actual terms to the region"". "
Arrangements for the festival were discussed during a meeting chaired by tourism secretary Kamran Rehman.56 months ago,https://www.dawn.com/news/1484217,PESHAWAR: The three-day annual Shandur polo festival will begin at the world’s highest polo ground in Chitral on July 7. Arrangements for the festival were discussed during a meeting chaired by tourism secretary Kamran Rehman here on Thursday. An official statement said the Shandur polo festival would be organised in a befitting manner to attract both domestic and foreign tourists to the scenic region in large numbers.
"The premier was briefed on tourism, shelter homes; reviews uplift projects.59 months ago",https://www.dawn.com/news/1468632,"LAHORE: Prime Minister Imran Khan on Saturday spent a busy day in the city as he chaired briefing sessions on tourism, shelter homes, crackdown on adulteration, Clean and Green Pakistan campaign, reviewed development projects and held one-on-one meetings with Punjab Governor Chaudhry Sarwar, CM Usman Buzdar and Railways Minister Sheikh Rasheed and other provincial ministers.  Punjab Tourism Minister Raja Yasir Humayun Sarfraz briefed the premier about promotion of tourism in the province and stated that a [tourism] policy document was ready and would soon be presented before the cabinet for approval.  The minister said the tourism department had identified eight new sites – Kotli Sattian, Chakwal, Koh-i-Suleman, Attock, Kalabagh, Khushab, Bahawalpur and Jhelum – and introducing Chakwal 4x4 rally on the lines of desert safari. "
Kumrat valley is one of the most beautiful and unexplored parts of KP and is fast becoming victim to rampant commercialisation.41 months ago,https://www.dawn.com/news/1578925,"Kumrat valley has become the new big thing for the last couple of years with fables of its dense pines, tall dark mountains, waterfalls and raging rivers. The valley is in the region of upper Dir and was until recently not open to the outside world. Besides the local conservative traditions, there were security concerns which made upper Dir out of bounds for some time. However, thanks to the government, the area is now peaceful and local economic growth generated through tourism is fast taking care of some of the misconceptions surrounding the area. Kumrat is now welcoming tourists with open arms and so last summer, I found myself enjoying the benevolent hospitality of these mountain people. Since my longtime friend Yakub has partly shifted from the US to Pakistan, I am finding myself more and more on the roads to nowhere. We left Lahore at 6 am on a sunny September morning and in four hours, diverted to the Swat motorway from the Karnal Sher Khan Interchange. In six hours, we were looking at Churchill’s picket at Chakdara where Winston Churchill stayed as a war correspondent during the famous tribal uprising of 1897.   "
"""Karachi's location is important for any kind of business, export, education and women empowerment venture,"" says NRP representative.13 months ago",https://www.dawn.com/news/1729910,"KARACHI: The Non-Resident Pakistanis (NRP) of Washington DC held a meet and greet for launching the concept of the Karachi World Medical City at the Pak American Cultural Centre here on Wednesday.  Joining online from Washington DC, Shahab Qarni of the NRP Mission, while introducing their various interests in health, education, economics and social development, said that the diaspora happens to have a special interest in the health sector besides the other things mentioned.  Also joining online from Washington DC, Nadeem Rizvi, NRP’s MD, said that they are not exactly planning a welfare or social programme. "
Murree was declared calamity hit on Saturday after at least 22 people died in cars stranded in snow amid a glut of tourist influx that led...25 months ago,https://www.dawn.com/news/1668318,"Murree was declared calamity hit on Saturday after at least 22 people died in cars stranded in snow amid a glut of tourist influx that led to extreme traffic jams on roads leading to the hill station. The traffic jams were exacerbated by heavy snowfall overnight, which resulted in road blockages. In some instances, the snowstorm and intense winds had also uprooted trees that had fallen on the roads and in one instance, on a couple of vehicles. Television footage from Saturday evening showed queues of cars loaded with tourists, hours after Punjab Chief Minister Usman Buzdar issued instructions to expedite rescue work and provide aid to those stranded."
The deceased belonged to the Hazara community of Quetta and were part of a group that was visiting Ziarat: sources.56 months ago,https://www.dawn.com/news/1486746,"Two people belonging to the Shia Hazara community were killed in an explosion in Balochistan's Ziarat district on Friday, Levies sources said. At least seven other Hazaras were also injured when the blast targeting their vehicle took place in Kawas area of Ziarat. The deceased belonged to the Hazara community of Quetta and were part of a group that was visiting Ziarat for sightseeing, Levies sources told DawnNewsTV."
"KARACHI: Earlier this year, a speedboat with officers from the Maritime Security Agency (MSA) approached a group of divers near Charna...52 months ago",https://www.dawn.com/news/1510734,"KARACHI: Earlier this year, a speedboat with officers from the Maritime Security Agency (MSA) approached a group of divers near Charna Island and told them to stop what they were doing. After a cursory inspection of their documents, their equipment was confiscated and the divers were told to turn back. Countless meetings between both parties made one thing clear: while people had been participating in recreational activities in the open sea since the late 1970s, Pakistan had no rules, laws or regulatory bodies for coastal tourism.  Talking about the incident, a diver who did not want to be named told Dawn that they normally had a letter of intent or NOC when going diving or snorkelling but this time was different. “They showed up with a gun and asked us for an NOC. We had all our paperwork in order as we do this regularly.”"
The past few years have seen a steady increase in foreign tourists visiting Pakistan and it looks like the trend is set to continue as...50 months ago,https://images.dawn.com/news/1184213,"The past few years have seen a steady increase in foreign tourists visiting Pakistan and it looks like the trend is set to continue as Pakistan topped Condé Nast Traveller's list of best holiday destinations for 2020. ""The adventure traveller’s must-visit goes from strength to strength,"" wrote the award-winning luxury and lifestyle travel magazine, and highlighted popular destinations in Pakistan. The list also features other up-and-coming destinations such as Lebanon, Panama, Croatia, Morocco and the British Virgin Islands.  The magazine's list chooses destinations based on ""major events and trends around the world"" and aims to be ""geographically diverse, as well as one that covers a range of trips, from eco-tourism to adventure, to inspire every type of traveller. There are the destinations that have been on our radar for a while, but keep getting better."""
"Under a Rs240m project, seven gurdwaras and temples in the vicinity of the 129-year-old building will also be renovated.41 months ago",https://www.dawn.com/news/1579170,"RAWALPINDI: The historical building of Haveli Sujan Singh in Bhabra Bazaar will be preserved along with renovation of seven gurdwaras and temples around it at a cost of Rs240 million under a government plan aimed at promoting tourism in the garrison city.  The haveli and the gurdwaras were established during the Sikh and British periods.  On the direction of the Punjab government, Commissioner retired Capt Mohammad Mehmood has prepared a list of buildings some of which were constructed during the Sikh and British periods.  "
"Foreign Minister Shah Mahmood Qureshi said on Thursday that Pakistan, under the leadership of Prime Minister Imran Khan, had undergone a...34 months ago",https://www.dawn.com/news/1614535,"Foreign Minister Shah Mahmood Qureshi said on Thursday that Pakistan, under the leadership of Prime Minister Imran Khan, had undergone a transformation and shifted its priorities from geopolitics to geo-economics.  The foreign minister was addressing the Pakistan-Hungary Dialogue in Islamabad where he explained the shift and said it would be based on a new ""economic security paradigm"".  ""My government, under the leadership of Prime Minister Imran Khan, attaches great importance to enhancing Pakistan's trade and economic relations with our partners. The transformed Pakistan's focus is shifting from geopolitics to geo-economics. "
"As unprecedented snowfall thawed in Murree and surrounding areas on Sunday, rescued tourists were found reckoning with the deaths of 22...25 months ago",https://www.dawn.com/news/1668516,"As unprecedented snowfall thawed in Murree and surrounding areas on Sunday, rescued tourists were found reckoning with the deaths of 22 fellow travellers in a frozen traffic jam. “We didn't get any type of alert from society, from the government, from Google, from the news, from the weather,” said 18-year-old Duaa Kashif Ali, a tourist from Islamabad. “Locals helped us,” she told AFP, after emerging from a guesthouse where she waited out the worst snowstorm witnessed by Murree in decades."
KP tourism police to be specially trained on local cultures and history so they can guide tourists.56 months ago,https://www.dawn.com/news/1484830,"ABBOTTABAD: Inspector General of Police Mohammad Naeem Khan has said that tourism policing would be started in Khyber Pakhtunkhwa on the pattern of tourist police of Thailand from the coming season.  He was talking to mediapersons during his three-day official visit to Hazara division here on Sunday.  Earlier, the IGP addressed a police darbar at Jalal Baba Auditorium where all DPOs of Hazara range, representatives of Haripur, Abbottabad and other districts were present besides DIG Hazara Mohammad Ali Babakhel and DPO Abbas Majeed Marwat. "
Diamer DC says road accidents on Babusar Pass occur due to lack of awareness on the part of non-local drivers.79 months ago,https://www.dawn.com/news/1345704,"Babusar Pass, the road connecting Gilgit-Baltistan to Khyber Pakhtunkhwa and leading to the most famous tourist attraction Babusar Top, has become a death trap for tourists who throng the area during the summer season.  Thousands of foreign and local tourists visit the northern areas of the country every year as normalcy has returned to Khyber Pakhtunkhwa following the back to back military operations in the region.  During the last two days, at least five tourists have lost their lives in road accidents, whereas, several others have sustained injuries. "
News of closure of PTDC motels and restaurants has not gone down well with tour operators.59 months ago,https://www.dawn.com/news/1470327,"ISLAMABAD: The Pakistan Tourism Development Corporation (PTDC) has decided to close down six of its premises as they were operating at losses, it emerged on Sunday.  “It has been decided in the meeting that the following sick units/restaurants of PTDC Motels, which are continuously incurring losses should be closed immediately,” said a letter issued by the PTDC.  The six premises are: PTDC motel at Taxila in Punjab, PTDC motel at Chattar Plain in Khyber Pakhtunkhwa, PTDC motel at Astak in Gilgit-Baltistan, PTDC motel at Khuzdar in Balochistan, Chakdara restaurant in KP and Daman-i-Koh restaurant in Islamabad. "
PIA CEO Arshad Malik says new flight operations will promote tourism in the country.34 months ago,https://www.dawn.com/news/1616983,GILGIT: The Pakistan International Airline’s first-ever direct flight from Lahore landed at the Skardu Airport here on Wednesday. The PK-8453 flight took off from the Allama Iqbal International Airport on Wednesday morning with 153 passengers onboard and landed at the Skardu Airport after one hour and 15 minutes. The PIA officials received and presented bouquets of flowers to the passengers at the airport. 
"Announcement follows months of bilateral efforts to mend ties, with reciprocal visits by top officials.18 months ago",https://www.dawn.com/news/1705386,"Israel and Turkey announced the resumption of full diplomatic ties on Wednesday, following years of strained relations between the Mediterranean nations. Israeli Prime Minister Yair Lapid hailed the diplomatic breakthrough as an “important asset for regional stability and very important economic news for the citizens of Israel”. Lapid’s office said the diplomatic development will see ambassadors and consuls general posted to the two countries once more."
"Announcement follows months of bilateral efforts to mend ties, with reciprocal visits by top officials.18 months ago",https://www.dawn.com/news/1705386,"Israel and Turkey announced the resumption of full diplomatic ties on Wednesday, following years of strained relations between the Mediterranean nations. Israeli Prime Minister Yair Lapid hailed the diplomatic breakthrough as an “important asset for regional stability and very important economic news for the citizens of Israel”. Lapid’s office said the diplomatic development will see ambassadors and consuls general posted to the two countries once more."
The mines are considered the oldest in the salt mining history of the sub-continent.52 months ago,https://www.dawn.com/news/1507289,"Unbeknownst to many, Pakistan is home to the world's second largest salt reserves, found in district Jhelum of the Punjab province. The Khewra Salt Mines, as they are called, are located about 160 kilometres south of Islamabad, at the foothills of the Salt Range to the north of the Jhelum city of Pind Dadan Khan.  "
"GILGIT: Canadian High Commissioner Wendy Gilmour on Sunday said that Gilgit-Baltistan had great potential in winter tourism,...48 months ago",https://www.dawn.com/news/1535023,"  GILGIT: Canadian High Commissioner Wendy Gilmour on Sunday said that Gilgit-Baltistan had great potential in winter tourism, particularly winter sports, as the region had the most beautiful peaks in the world. She said Canada was pleased to partner with GB winter sports organisations and local communities to promote winter sports."
"Delegation to also visit Karachi, Hyderabad, Jacobabad, RYK, Bahawalpur, Multan, Sehwan, Islamabad and Lahore: sources.60 months ago",https://www.dawn.com/news/1462429,"LARKANA: A 22-member delegation of Britons headed by writer and journalist Peter Oborne arrived at Moenjodaro on Thursday. The delegation, other members of which appeared to be literati and tourists coming from different walks of life, visited ruins of the Indus Valley Civilisation and took keen interest in the ancient city of the dead. They were taken to the site’s main gate in a convoy of traditional bullock cart, a ride they enjoyed a lot.  The tourists went around the remains of Moenjodaro and the museum standing on the site.  Speaking to local reporters, Mr Oborne and others said they were here to see and study archaeological sites. They said they had already visited Ranikot and some other sites in Sindh. They said Moenjodaro was one of the oldest civilisations of the world which depicted civilised living and a well-planned civic system. "
PESHAWAR: The Khyber Pakhtunkhwa Culture and Tourism Authority on Friday advertised 19 government rest houses in different parts of the...33 months ago,https://www.dawn.com/news/1622576,"PESHAWAR: The Khyber Pakhtunkhwa Culture and Tourism Authority on Friday advertised 19 government rest houses in different parts of the province for the purpose of leasing them out to private parties. The expressions of interest seeking potential bidders for leasing the rest houses were issued on Friday with the bids likely to be opened on June 29. In Aug 2019, the government had handed over 169 rest houses of different departments in the province to the tourism department to promote tourism and increase tourist facilities on the directives of the prime minister."
Hunza's Hassanabad bridge on the Karakoram Highway was on Saturday destroyed and swept away by a glacial lake outburst flood (GLOF) from the...21 months ago,https://www.dawn.com/news/1688466,"Hunza's Hassanabad bridge on the Karakoram Highway was on Saturday destroyed and swept away by a glacial lake outburst flood (GLOF) from the Shishper Glacier.  The Gilgit-Baltistan tourist police confirmed the development, adding that traffic had been diverted to an alternate route on the Sas Valley Road.   "
GILGIT: Pakistan International Airlines (PIA) has started direct flights from Karachi to Skardu to promote tourism in Gilgit-Baltistan.32 months ago,https://www.dawn.com/news/1625771,GILGIT: Pakistan International Airlines (PIA) has started direct flights from Karachi to Skardu to promote tourism in Gilgit-Baltistan. The first PIA Airbus-320 with 178 passengers and eight crew members landed at the Skardu Airport on Monday. The airline will operate two weekly flights from Karachi to Skardu.
"Restless Yasin Chaudhry, with a servant in company, is seen roaring off from his house in Chakwal early in the...81 months ago",https://www.dawn.com/news/1328652,"Restless Yasin Chaudhry, with a servant in company, is seen roaring off from his house in Chakwal early in the morning every other day in his Toyota jeep.  They return late in the evening from their exhausting 200 to 250 kilometres rough ride through some part of the hilly Chakwal district that they have not seen before.  Yasin’s wanderlust in the Salt Range is not for any financial gains. He is just out to discover and savour the beauty and the hidden history that the district has to offer. "
